id,occupationTitle,abbreviatedName,category,employment2016Thousands,employment2026Thousands,employmentChange20162026Percent,occupationalOpenings20162026AnnualAverageThousands,MedianAnnualWage,asCode,typicalEntryLevelEducation,educationCode,workExperienceInARelatedOccupation,workExCode,typicalOnTheJobTraining,trCode,createdAt,updatedAt
751,"Sewers, hand    * Hand Quilter* Hand Sewer* Hand Stitcher* Hand Weaver",Sewers,"Skilled Labor - Trades",13.5,11.6,-13.7,1.4,"26,230","25,000-29,999","No formal educational credential",8,None,4,"Moderate-term on-the-job training",4,NULL,NULL
752,"Veterinary assistants and laboratory animal caretakers    * Laboratory Animal Caretaker* Veterinarian Assistant* Veterinarian Helper* Veterinary Attendant","Veterinary assistants and laboratory animal caretakers    ",Medical,83.8,100,19.4,15.5,"26,140","25,000-29,999","High school diploma or equivalent",7,None,4,"Short-term on-the-job training",5,NULL,NULL
753,"Pharmacy aides    * Certified Pharmacist Assistant* Pharmacist Aide* Pharmacist Assistant* Pharmacy Assistant* Pharmacy Clerk* Prescription Clerk","Pharmacy aides    ",Medical,36.9,35.2,-4.8,4.7,"26,120","25,000-29,999","High school diploma or equivalent",7,None,4,"Short-term on-the-job training",5,NULL,NULL
754,"Helpers--production workers    * Blending Tank Helper* Commercial Baker Helper* Machinist Helper* Slitter Helper* Tailor Helper* Welder Helper* Woodworker Helper","Helpers--production workers    ","Skilled Labor - Trades",426,475.5,11.6,72,"26,070","25,000-29,999","High school diploma or equivalent",7,None,4,"Short-term on-the-job training",5,NULL,NULL
755,"Personal care and service workers, all other    * Butler* Doula* House Sitter* Magnetic Healer* Shoe Shiner* Valet","Personal care and service workers",Service,88.9,95.9,7.9,14.1,"25,900","25,000-29,999","High school diploma or equivalent",7,None,4,"Short-term on-the-job training",5,NULL,NULL
756,"Cooks, institution and cafeteria    * Cafeteria Cook* Camp Cook* Galley Cook* Institutional Cook* Mess Cook* School Cook",Cooks,Culinary,424.8,457.4,7.7,64.4,"25,860","25,000-29,999","No formal educational credential",8,None,4,"Short-term on-the-job training",5,NULL,NULL
757,"Counter and rental clerks    * Airplane Charter Clerk* Apartment Rental Clerk* Automobile Rental Clerk* Bicycle Rental Clerk* Boat Rental Clerk* Car Rental Agent* Dry Cleaning Counter Clerk* Layaway Clerk* Rental Clerk* Storage Facility Rental Clerk* Video Rental Clerk","Counter and rental clerks    ",Service,458.2,483.2,5.5,61.8,"25,820","25,000-29,999","No formal educational credential",8,None,4,"Short-term on-the-job training",5,NULL,NULL
758,"Library assistants, clerical    * Book Sorter* Braille and Talking Books Clerk* Circulation Clerk* Film Library Clerk* Library Aide* Library Assistant* Library Circulation Clerk* Library Clerk* Medical Library Assistant* Microfilm Clerk","Library assistants","Museum  & Libraries",104.3,114.1,9.4,16.3,"25,810","25,000-29,999","High school diploma or equivalent",7,None,4,"Short-term on-the-job training",5,NULL,NULL
759,"Physical therapist aides    * Clinical Rehabilitation Aide* Physical Therapy Aide* Physiotherapy Aide","Physical therapist aides    ",Medical,52,67.2,29.4,8.5,"25,730","25,000-29,999","High school diploma or equivalent",7,None,4,"Short-term on-the-job training",5,NULL,NULL
760,"Bakers    * Bagel Maker* Bread Baker* Dough Maker* Pastry Baker* Pastry Finisher* Pie Baker* Pie Maker","Bakers    ","Skilled Labor - Trades",191,205.6,7.6,29.1,"25,690","25,000-29,999","No formal educational credential",8,None,4,"Long-term on-the-job training",3,NULL,NULL
761,"Barbers    * Barber* Barber Apprentice* Master Barber","Barbers    ",Service,56.4,64,13.4,6.2,"25,650","25,000-29,999","Postsecondary nondegree award",5,None,4,None,6,NULL,NULL
762,"Legislators    * City Alderman* City Council Member* Congressional Representative* Councilor* Legislator* Member of Congress* Selectman* Senator* Tribal Council Member","Legislators    ",Government,55.5,59.4,7.1,4.4,"25,630","25,000-29,999","Bachelor's degree",3,"Less than 5 years",2,None,6,NULL,NULL
763,"Shoe and leather workers and repairers    * Cobbler* Leather Lacer* Leather Worker* Luggage Repairer* Saddle Maker* Saddle and Harness Maker* Shoe Maker* Shoemaker","Shoe and leather workers and repairers    ","Skilled Labor - Trades",11,9.7,-11.7,0.8,"25,610","25,000-29,999","High school diploma or equivalent",7,None,4,"Moderate-term on-the-job training",4,NULL,NULL
764,"Farmworkers, farm, ranch, and aquacultural animals    * Aquaculture Worker* Barn Hand* Barn Worker* Cattle Brander* Cattle Driver* Chicken Handler* Chicken Vaccinator* Cow Tender* Egg Gatherer* Farrowing Worker* Goat Herder* Groom* Hatchery Worker* Livestock Handler* Poultry Debeaker* Ranch Hand* Sheep Shearer* Shrimp Pond Laborer",Farmworkers,Farming,268.1,258,-3.8,38.6,"25,470","25,000-29,999","No formal educational credential",8,None,4,"Short-term on-the-job training",5,NULL,NULL
765,"Meat, poultry, and fish cutters and trimmers    * Crab Picker* Deboner* Fish Cutter* Fish Filleter* Frozen Meat Cutter* Meat Trimmer* Oyster Shucker* Poultry Cutter* Poultry Eviscerator* Shrimp Peeler* Shrimp Picker* Wing Scorer",Meat,"Skilled Labor - Trades",156.4,157.8,0.9,19.2,"25,250","25,000-29,999","No formal educational credential",8,None,4,"Short-term on-the-job training",5,NULL,NULL
766,"Cooks, restaurant    * Banquet Cook* Breakfast Cook* Chef De Partie* Line Cook* Saucier* Specialty Cook",Cooks,Culinary,1,1,11.8,195.3,"25,180","25,000-29,999","No formal educational credential",8,"Less than 5 years",2,"Moderate-term on-the-job training",4,NULL,NULL
767,"Funeral attendants    * Funeral Assistant* Funeral Attendant* Funeral Greeter* Funeral Home Assistant* Funeral Home Associate* Mortician Helper* Pallbearer* Undertaker Helper","Funeral attendants    ",Service,36.1,37,2.7,5.6,"25,050","25,000-29,999","High school diploma or equivalent",7,None,4,"Short-term on-the-job training",5,NULL,NULL
768,"Janitors and cleaners, except maids and housekeeping cleaners    * Building Custodian* Cleaning and Maintenance Worker* Custodial Worker* Custodian* Floor Cleaner* Heavy Duty Custodian* Industrial Plant Custodian* Janitor* Office Cleaner* School Custodian* Window Cleaner* Window Washer","Janitors and cleaners",Service,2,2,9.9,344.1,"24,990","24,999 and below","No formal educational credential",8,None,4,"Short-term on-the-job training",5,NULL,NULL
769,"Taxi drivers and chauffeurs    * Cab Driver* Courtesy Car Driver* Courtesy Van Driver* Funeral Car Driver* Hearse Driver* Limousine Driver* Livery Car Driver* Shuttle Bus Driver","Taxi drivers and chauffeurs    ",Transportation,305.1,320.3,5,32.7,"24,880","24,999 and below","No formal educational credential",8,None,4,"Short-term on-the-job training",5,NULL,NULL
770,"Hairdressers, hairstylists, and cosmetologists    * Beautician* Cosmetologist* Funeral Home Makeup Artist* Hair Colorist* Hair Stylist* Hair and Makeup Designer* Hairdresser* Hairpiece Stylist* Wedding Makeup Artist* Wig Stylist",Hairdressers,Service,617.3,697.4,13,84.7,"24,850","24,999 and below","Postsecondary nondegree award",5,None,4,None,6,NULL,NULL
771,"Recreation workers    * Activities Aide* Activities Assistant* Activities Coordinator* Activities Leader* Camp Counselor* Playground Worker* Recreation Activities Coordinator* Recreation Assistant* Recreational Aide","Recreation workers    ",Service,390,423.9,8.7,70.7,"24,540","24,999 and below","High school diploma or equivalent",7,None,4,"Short-term on-the-job training",5,NULL,NULL
772,"Stock clerks and order fillers    * Grocery Stocker* Inventory Control Clerk* Inventory Taker* Night Stocker* Retail Stocker* Stockroom Attendant* Stockroom Clerk* Store Stocker* Supply Clerk* Supply Room Clerk* Tool Crib Attendant* Warehouse Clerk* Warehouse Stocker","Stock clerks and order fillers    ",Business,2,2,5,269.2,"24,470","24,999 and below","High school diploma or equivalent",7,None,4,"Short-term on-the-job training",5,NULL,NULL
773,"Food processing workers, all other    * Olive Pitter* Pasta Press Operator* Poultry Hanger* Yeast Maker","Food processing workers","Skilled Labor - Trades",46.4,49.4,6.5,5.6,"24,460","24,999 and below","No formal educational credential",8,None,4,"Moderate-term on-the-job training",4,NULL,NULL
774,"Telemarketers    * Inbound Telemarketer* Outbound Telemarketer* Telemarketer* Telemarketing Sales Representative* Telephone Solicitor* Telesales Representative* Telesales Specialist","Telemarketers    ","Sales & Marketing",216.6,216.6,0,33.3,"24,460","24,999 and below","No formal educational credential",8,None,4,"Short-term on-the-job training",5,NULL,NULL
775,"Sewing machine operators    * Blind Stitch Machine Operator* Button Sewing Machine Operator* Carpet Sewing Machine Operator* Custom T-Shirt Embroidery Machine Operator* Embroidery Machine Operator* Hemming and Tacking Machine Operator* Ultrasonic Seaming Machine Operator","Sewing machine operators    ","Skilled Labor - Trades",153.9,128.2,-16.7,12.3,"24,320","24,999 and below","No formal educational credential",8,None,4,"Short-term on-the-job training",5,NULL,NULL
776,"Ambulance drivers and attendants, except emergency medical technicians    * Ambulance Attendant* Emergency Medical Services (EMS) Driver* Emergency Medical Services Driver","Ambulance drivers and attendants",Medical,17.3,21.1,21.9,3.1,"24,260","24,999 and below","High school diploma or equivalent",7,None,4,"Moderate-term on-the-job training",4,NULL,NULL
777,"Entertainment attendants and related workers, all other    * Jockey Valet","Entertainment attendants and related workers",Service,14.6,16.2,11.4,3.6,"24,200","24,999 and below","High school diploma or equivalent",7,None,4,"Short-term on-the-job training",5,NULL,NULL
778,"Driver/sales workers    * Bakery Deliverer* Bobtailer* Delivery Sales worker* Newspaper Deliverer* Newspaper Delivery Driver* Pizza Delivery Driver* Route Sales Person* Route Salesperson* Sales Route Driver","Driver/sales workers    ",Transportation,467.9,461,-1.5,48.2,"24,040","24,999 and below","High school diploma or equivalent",7,None,4,"Short-term on-the-job training",5,NULL,NULL
779,"Gaming and sports book writers and runners    * Betting Clerk* Bookie* Casino Floor Runner* Keno Runner* Keno Writer* Race Book Writer* Race and Sports Book Writer* Sports Book Board Attendant* Sportsbook Ticket Writer","Gaming and sports book writers and runners    ",Service,11.7,12.1,3.8,1.8,"24,030","24,999 and below","High school diploma or equivalent",7,None,4,"Short-term on-the-job training",5,NULL,NULL
780,"Gaming change persons and booth cashiers    * Mutuel Teller* Slot Attendant","Gaming change persons and booth cashiers    ",Service,23.4,24,2.6,4.5,"23,910","24,999 and below","No formal educational credential",8,None,4,"Short-term on-the-job training",5,NULL,NULL
781,"Door-to-door sales workers, news and street vendors, and related workers    * Newspaper Carrier* Newstand Vendor* Peddler* Souvenir Street Vendor","Door-to-door sales workers","Sales & Marketing",82.4,82.4,0.1,8.6,"23,810","24,999 and below","No formal educational credential",8,None,4,"Short-term on-the-job training",5,NULL,NULL
782,"Packers and packagers, hand    * Bagger* Carton Wrapper* Egg Packer* Gift Wrapper* Grocery Store Bagger* Meat Packager* Meat Wrapper* Utility Bagger","Packers and packagers","Skilled Labor - Trades",710.8,723.8,1.8,108.4,"23,430","24,999 and below","No formal educational credential",8,None,4,"Short-term on-the-job training",5,NULL,NULL
783,"Automotive and watercraft service attendants    * Auto Service Station Attendant* Gas Pump Attendant* Gas Station Attendant* Gas and Oil Servicer* Oil Changer* Pump Jockey* Service Station Attendant","Automotive and watercraft service attendants    ",Service,110,121.7,10.6,20,"23,390","24,999 and below","No formal educational credential",8,None,4,"Short-term on-the-job training",5,NULL,NULL
784,"Farmworkers and laborers, crop, nursery, and greenhouse    * Cane Cutter* Carrot Harvester* Citrus Picker* Corn Picker* Cotton Picker* Crop Picker* Flower Picker* Greenhouse Transplanter* Harvest Worker* Harvester* Orchard Hand* Orchard Worker* Pecan Gatherer* Pepper Picker* Vineyard Tender","Farmworkers and laborers",Farming,503.7,509.2,1.1,76.8,"23,380","24,999 and below","No formal educational credential",8,None,4,"Short-term on-the-job training",5,NULL,NULL
785,"Cleaners of vehicles and equipment    * Aircraft Cleaner* Auto Cleaner* Auto Detailer* Automobile Detailer* Beer Coil Cleaner* Boat Detailer* Bus Cleaner* Bus Washer* Car Wash Attendant* Car Washer* Equipment Cleaner* Machine Cleaner* Railroad Car Cleaner* Truck Washer","Cleaners of vehicles and equipment    ",Service,369.2,408.7,10.7,57.8,"23,360","24,999 and below","No formal educational credential",8,None,4,"Short-term on-the-job training",5,NULL,NULL
786,"Graders and sorters, agricultural products    * Apple Sorter* Cherry Sorter* Cotton Grader* Egg Grader* Fruit Sorter* Meat Grader* Oyster Sorter* Peanut Grader* Potato Sorter* Seed Sorter* Strawberry Sorter* Vegetable Sorter* Wool Grader","Graders and sorters",Farming,42.9,42.5,-0.9,5.7,"23,340","24,999 and below","No formal educational credential",8,None,4,"Short-term on-the-job training",5,NULL,NULL
787,"Baggage porters and bellhops    * Baggage Porter* Bell Staff* Bellperson* Bellstaff* Hotel Baggage Handler* Luggage Attendant* Redcap* Skycap","Baggage porters and bellhops    ",Service,45.1,48.8,8.2,6.7,"23,230","24,999 and below","High school diploma or equivalent",7,None,4,"Short-term on-the-job training",5,NULL,NULL
788,"Manicurists and pedicurists    * Fingernail Sculptor* Nail Technician* Pedicurist","Manicurists and pedicurists    ",Service,126.3,143,13.2,16.6,"23,230","24,999 and below","Postsecondary nondegree award",5,None,4,None,6,NULL,NULL
789,"Home health aides    * Home Health Aide* Home Health Attendant* Home Hospice Aide","Home health aides    ",Medical,911.5,1,47.3,168.6,"23,210","24,999 and below","High school diploma or equivalent",7,None,4,"Short-term on-the-job training",5,NULL,NULL
790,"Retail salespersons    * Automotive Salesperson* Department Store Salesperson* Menswear Salesperson* New Car Salesperson* Pet Supplies Salesperson* Pets Salesperson* Shoe Salesperson* Used Car Salesperson* Women's Apparel Salesperson","Retail salespersons    ",Service,4,4,1.7,670.3,"23,210","24,999 and below","No formal educational credential",8,None,4,"Short-term on-the-job training",5,NULL,NULL
791,"Personal care aides    * Blind Aide* Blind Escort* Elderly Companion* Geriatric Personal Care Aide* Personal Support Worker","Personal care aides    ",Service,2,2,38.6,414.3,"23,100","24,999 and below","High school diploma or equivalent",7,None,4,"Short-term on-the-job training",5,NULL,NULL
792,"Nonfarm animal caretakers    * Animal Care Giver* Animal Care Technician* Animal Caregiver* Animal Daycare Provider* Animal Groomer* Animal Shelter Worker* Animal Sitter* Aquarist* Aquarium Tank Attendant* Cat and Dog Bather* Dog Bather* Dog Beautician* Dog Groomer* Dog Sitter* Horse Exerciser* Kennel Aide* Kennel Attendant* Kennel Helper* Kennel Worker* Pet Feeder* Pet Groomer* Pet Sitter* Pet Stylist* Zookeeper","Nonfarm animal caretakers    ",Service,241.5,300,24.2,46.2,"22,950","24,999 and below","High school diploma or equivalent",7,None,4,"Short-term on-the-job training",5,NULL,NULL
793,"Models    * Artist's Model* Clothes Model* Fashion Model* Figure Model* Hand Model* Hat Model* Model* Photographer's Model* Studio Model","Models    ","Art & Design",4.8,4.8,-1.3,0.8,"22,900","24,999 and below","No formal educational credential",8,None,4,None,6,NULL,NULL
794,"Maids and housekeeping cleaners    * Chambermaid* Cleaning Maid* Cottage Attendant* Domestic Maid* House Cleaner* Housekeeping Aide* Housekeeping Staff* Motel Maid* Ward Maid","Maids and housekeeping cleaners    ",Service,1,1,6.1,202,"22,860","24,999 and below","No formal educational credential",8,None,4,"Short-term on-the-job training",5,NULL,NULL
